GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	v1_109	v1_109-Q	v1_110	v1_110-Q	v1_111	v1_111-Q	v1_119	v1_119-Q	v1_120	v1_120-Q	v1_121	v1_121-Q	v1_122	v1_122-Q
	AthINT0045788	chr5:14818454-14819034	581	chr5:14819035-14819105=14816759-14818453:-	IR	39.53	VLOW,VLOW,2.5=151,14=3=13,0.24@11.86,18.14	21.43	VLOW,VLOW,1.9=151,0=6=11,0.133@3.64,13.36	34.69	LOW,LOW,3.0=151,3=14=16,0.24@11.45,21.55	34.62	LOW,LOW,3.5=151,10=8=17,0.466@12.12,22.88	44.83	LOW,LOW,3.9=151,8=18=16,0.203@18.83,23.17	16.28	LOW,LOW,1.9=151,4=3=18,0.77@4.07,20.93	18.75	VLOW,VLOW,1.4=151,2=4=13,0.558@3.56,15.44
NAC105	AthINT0087557	chr5:26480434-26480505	72	chr5:26480506-26480780=26479793-26480433:-	IR	0	VLOW,VLOW,0.0=23,0=0=13,1@0,13	20	VLOW,VLOW,7.6=23,5=1=12,0.223@3.6,14.4	5.88	N,N,0.0=23,1=0=8,0.714@0.53,8.47	3.03	LOW,LOW,0.0=23,0=1=16,0.714@0.52,16.48	18.52	OK,OK,6.1=23,9=1=22,0.173@5.93,26.07	28.57	N,N,1.5=23,4=0=5,0.26@2.57,6.43	15.15	VLOW,VLOW,4.6=23,4=1=14,0.452@2.88,16.12
	AthINT0046372	chr5:16242786-16242895	110	chr5:16242632-16242785=16242896-16242909:+	IR	3.7	OK,SOK,7.5=61,10=0=26,0.0346@5.18,134.82	3.7	OK,SOK,5.2=61,5=1=26,0.962@5.18,134.82	2.13	OK,SOK,2.9=61,5=0=23,0.186@2.56,117.44	8.05	OK,SOK,6.9=61,3=5=32,0.0229@15.13,172.87	8.09	OK,SOK,7.5=61,7=3=25,0.724@11.89,135.11	9.43	OK,SOK,10.9=61,10=3=24,0.928@13.67,131.33	20	VLOW,SOK,9.8=61,10=5=14,0.584@21,84
	AthINT0043307	chr5:6579659-6579742	84	chr5:6579566-6579658=6579743-6579817:+	IR	27.71	OK,OK,29.0=35,8=15=30,0.229@14.69,38.31	15.7	OK,OK,20.0=35,9=10=51,0.699@10.99,59.01	6.09	OK,OK,8.0=35,3=4=54,0.611@3.71,57.29	5.26	OK,OK,13.0=35,6=3=81,0.287@4.73,85.27	10.87	SOK,SOK,28.0=35,8=12=82,0.26@11.09,90.91	11.89	OK,OK,29.0=35,8=9=63,0.229@9.51,70.49	10.69	OK,OK,25.0=35,8=9=71,0.37@9.41,78.59
	AthINT0045466	chr5:13744580-13744660	81	chr5:13744661-13744787=13744382-13744579:-	IR	19.3	SOK,SOK,35.0=32,17=19=79,0.794@22.54,94.24	6.59	SOK,SOK,10.9=32,6=6=89,0.814@6.69,94.87	1.33	OK,OK,2.2=32,0=2=81,0.51@1.11,82.08	4.87	SOK,SOK,12.0=32,5=6=113,0.647@6.07,118.5	1.71	SOK,SOK,5.5=32,3=1=118,0.452@2.09,120.01	9.71	SOK,SOK,29.5=32,14=11=121,0.577@14.28,132.75	1.91	SOK,SOK,13.1=32,3=1=105,0.0594@2.08,107.01
	AthINT0044062	chr5:8190287-8190854	568	chr5:8190855-8190928=8190169-8190286:-	IR	9.51	OK,OK,2.5=151,2=4=28,0.77@3.42,32.52	11.25	OK,OK,3.5=151,3=3=23,0.94@3.44,27.14	9.38	OK,OK,4.4=151,3=4=33,0.892@3.96,38.28	17.97	OK,OK,1.6=151,10=5=33,0.289@9.03,41.21	15.83	LOW,LOW,4.2=151,4=3=18,0.892@4.16,22.11	19.41	OK,OK,3.9=151,9=5=28,0.697@8.54,35.46	30	OK,OK,3.5=151,15=3=20,0.199@11.82,27.58
	AthINT0048514	chr5:20392635-20392843	209	chr5:20392588-20392634=20392844-20393263:+	IR	45.65	OK,OK,10.4=151,20=22=25,0.709@30.59,36.41	88.57	OK,OK,16.4=151,27=35=4,0.73@58.46,7.54	37.08	OK,OK,10.9=151,9=24=28,0.522@22.62,38.38	63.64	OK,OK,13.2=151,19=23=12,0.881@34.37,19.63	53.27	OK,OK,17.4=151,20=37=25,0.738@43.68,38.32	54.05	OK,OK,8.3=151,19=21=17,0.547@30.81,26.19	65.62	OK,OK,11.3=151,15=27=11,0.601@34.78,18.22
	AthINT0043961	chr5:7988900-7988992	93	chr5:7988827-7988899=7988993-7989038:+	IR	29.49	VLOW,VLOW,5.6=44,4=5=10,0.873@5.92,14.16	12.63	LOW,LOW,5.6=44,3=2=16,0.588@2.85,19.71	20.45	OK,OK,17.5=44,5=17=40,0.32@13.55,52.7	12.72	LOW,OK,4.0=44,4=2=19,0.77@3.41,23.43	22.4	OK,OK,17.5=44,13=7=32,0.575@12.37,42.84	22.7	LOW,OK,9.6=44,5=7=19,0.762@7.49,25.5	13.43	OK,OK,6.4=44,3=5=24,0.762@4.62,29.78
	AthINT0039541	chr5:221539-221606	68	chr5:221367-221538=221607-221752:+	IR	6.45	OK,OK,1.8=19,1=3=29,0.677@2.13,30.87	11.11	LOW,LOW,7.4=19,3=1=16,0.285@2.22,17.78	26.19	OK,OK,27.6=19,15=7=31,0.176@13.88,39.12	5.26	OK,OK,3.7=19,2=1=27,0.558@1.58,28.42	6.67	VLOW,VLOW,1.8=19,0=2=14,0.51@1.07,14.93	25.49	LOW,LOW,16.6=19,10=3=19,0.134@8.16,23.84	22.58	VLOW,VLOW,5.5=19,3=4=12,0.762@4.29,14.71
ATXR4	AthINT0060854	chr5:2035148-2035244	97	chr5:2035078-2035147=2035245-2035427:+	IR	56.76	VLOW,VLOW,12.4=48,11=10=8,0.973@16.46,12.54	77.36	OK,OK,20.4=48,21=20=6,0.998@36.36,10.64	53.33	VLOW,VLOW,13.1=48,5=11=7,0.588@12.27,10.73	78.95	VLOW,VLOW,8.8=48,10=5=2,0.762@13.42,3.58	43.86	LOW,LOW,19.0=48,12=13=16,0.923@17.98,23.02	54.17	LOW,LOW,21.1=48,10=16=11,0.748@20.04,16.96	41.46	VLOW,VLOW,8.8=48,9=8=12,0.97@12.02,16.98
	AthINT0043193	chr5:6355266-6356349	1084	chr5:6356350-6357083=6355220-6355265:-	IR	40.3	OK,OK,5.1=151,13=14=20,0.529@18.94,28.06	26.79	OK,OK,5.3=151,15=15=41,0.472@19.02,51.98	36.23	OK,OK,4.4=151,17=8=22,0.24@17.03,29.97	31.67	OK,OK,8.8=151,20=18=41,0.699@25.02,53.98	45.95	OK,OK,10.2=151,36=15=30,0.196@37.22,43.78	31.13	OK,OK,10.4=151,25=22=52,0.584@30.82,68.18	25	OK,OK,3.0=151,11=15=39,0.199@16.25,48.75
CDKC-1	AthINT0065466	chr5:3222854-3223159	306	chr5:3223160-3223277=3222714-3222853:-	IR	21.13	OK,OK,3.9=151,5=11=29,0.565@9.69,36.16	5.12	OK,OK,0.7=151,1=2=27,0.802@1.58,29.22	0	OK,OK,0.0=151,0=0=53,1@0,54.56	1.77	OK,OK,0.0=151,1=1=54,0.714@1.02,56.57	6.08	OK,OK,0.9=151,2=4=45,0.558@3.18,49.14	11.94	OK,OK,3.5=151,9=3=43,0.537@6.72,49.55	2.63	OK,OK,1.2=151,0=2=36,0.51@1.03,38.03
	AthINT0050150	chr5:23746944-23747187	244	chr5:23747188-23747274=23746870-23746943:-	IR	7.69	OK,OK,1.6=151,0=4=24,0.26@2.15,25.85	15.38	OK,OK,2.8=151,6=2=22,0.588@4.61,25.39	6.06	OK,OK,1.9=151,3=1=31,0.677@2.12,32.88	6.12	OK,OK,0.7=151,1=2=23,0.802@1.59,24.41	1.59	OK,OK,0.0=151,0=1=31,0.714@0.51,31.49	13.73	OK,OK,2.3=151,1=6=22,0.36@3.98,25.02	29.03	VLOW,VLOW,2.5=151,0=9=11,0.0484@5.81,14.19
	AthINT0048268	chr5:20028107-20028373	267	chr5:20027993-20028106=20028374-20028579:+	IR	33.33	VLOW,VLOW,0.5=151,0=10=10,0.0346@6.67,13.33	14.29	N,N,2.1=151,0=3=9,0.364@1.71,10.29	0	N,N,0.0=151,0=0=7,1@0,7	8.57	LOW,LOW,0.7=151,0=3=16,0.364@1.63,17.37	11.11	N,N,0.5=151,1=1=8,0.714@1.11,8.89	9.09	OK,OK,0.5=151,3=1=20,0.364@2.18,21.82	3.23	LOW,LOW,0.0=151,0=1=15,0.714@0.52,15.48
	AthINT0045528	chr5:14030914-14031224	311	chr5:14031225-14031394=14030734-14030913:-	IR	29.82	OK,OK,5.1=151,35=0=40,7.68e-06@22.72,53.46	13.77	OK,OK,4.2=151,21=3=73,0.0573@13.65,85.49	12.94	SOK,SOK,3.5=151,29=1=98,0.000537@16.94,113.95	8.7	SOK,SOK,3.2=151,20=0=102,0.0012@10.88,114.12	8.23	SOK,SOK,5.6=151,20=4=130,0.142@12.99,144.83	13.65	SOK,SOK,3.9=151,27=1=86,0.000988@15.91,100.62	9.57	OK,OK,3.0=151,17=0=78,0.00328@9.31,87.98
MRS2-7	AthINT0086679	chr5:3002390-3002530	141	chr5:3002531-3002654=3002268-3002389:-	IR	0	OK,OK,0.0=92,0=0=30,1@0,31.82	8.62	N,N,0.4=92,0=1=5,0.714@0.54,5.76	0	N,N,0.0=92,0=0=5,1@0,5.3	2.7	LOW,LOW,0.4=92,0=1=17,0.714@0.51,18.52	0	OK,OK,0.4=92,0=0=24,1@0,25.45	1.85	OK,OK,0.4=92,1=0=25,0.714@0.51,27.01	20.45	VLOW,VLOW,2.3=92,6=0=11,0.133@3.61,14.05
	AthINT0049457	chr5:22363627-22364074	448	chr5:22364075-22364235=22362892-22363626:-	IR	87.18	OK,OK,25.0=151,34=34=5,0.992@63.64,9.36	95.45	SOK,SOK,30.4=151,49=77=3,0.5@123.13,5.87	88.51	OK,OK,28.7=151,32=45=5,0.982@72.58,9.42	78.85	OK,OK,40.1=151,38=44=11,1@73.33,19.67	95.7	OK,OK,46.6=151,45=44=2,1@87.09,3.91	88.24	SOK,SOK,49.4=151,47=58=7,1@98.83,13.17	70.45	OK,OK,26.9=151,17=45=13,0.484@52.84,22.16
	AthINT0047434	chr5:18434987-18435372	386	chr5:18435373-18435469=18432458-18434986:-	IR	5.26	OK,OK,1.1=151,0=6=54,0.133@3.16,56.84	17.14	OK,OK,0.7=151,0=12=29,0.0176@7.03,33.97	11.48	OK,OK,0.0=151,0=7=27,0.0949@3.9,30.1	31.58	OK,OK,2.1=151,6=30=39,0.00196@23.68,51.32	19.57	OK,OK,0.7=151,1=17=37,0.0192@10.76,44.24	20.99	OK,OK,0.5=151,2=15=32,0.00643@10.29,38.71	22.67	OK,OK,1.4=151,3=14=29,0.045@10.43,35.57
	AthINT0040173	chr5:1407369-1407463	95	chr5:1407242-1407368=1407464-1407934:+	IR	18.18	LOW,LOW,0.8=46,1=7=18,0.285@4.73,21.27	0	N,N,0.0=46,0=0=7,1@0,7	11.11	LOW,LOW,1.5=46,1=3=16,0.677@2.22,17.78	12.5	N,N,1.5=46,1=1=7,0.802@1.12,7.88	2.86	LOW,LOW,0.8=46,0=1=17,0.714@0.51,17.49	0	VLOW,VLOW,0.0=46,0=0=12,1@0,12	0	VLOW,VLOW,0.0=46,0=0=10,1@0,10
CPUORF47	AthINT0068030	chr5:758661-758842	182	chr5:758374-758660=758843-760382:+	IR	96.7	SOK,SOK,60.5=133,164=188=6,0.0866@346.19,11.81	85.3	SOK,SOK,50.8=133,132=135=23,0.399@247.37,42.63	94	SOK,SOK,46.8=133,148=134=9,0.0949@273.54,17.46	87.9	SOK,SOK,52.9=133,118=158=19,0.15@259.31,35.7	87.84	SOK,SOK,72.9=133,200=190=27,0.275@366.29,50.71	87.5	SOK,SOK,52.4=133,133=133=19,0.481@249.38,35.62	80.72	SOK,SOK,57.4=133,157=136=35,0.293@264.76,63.24
GTE10	AthINT0078574	chr5:25376823-25377220	398	chr5:25377221-25377379=25376752-25376822:-	IR	1.92	OK,OK,0.9=151,1=1=51,0.918@1.02,51.98	16	OK,OK,1.4=151,16=0=42,0.00459@9.28,48.72	13.11	OK,OK,1.9=151,16=0=53,0.00459@9.05,59.95	12.98	OK,OK,3.0=151,15=2=57,0.0969@9.61,64.39	13.14	OK,OK,2.8=151,18=5=76,0.109@13.01,85.99	21.29	OK,OK,1.9=151,27=6=61,0.00449@20.01,73.99	18.8	OK,OK,1.4=151,21=4=54,0.00598@14.85,64.15
CMTA1	AthINT0067107	chr5:2923334-2923507	174	chr5:2923204-2923333=2923508-2923572:+	IR	88.57	LOW,LOW,10.1=125,12=19=2,0.82@29.23,3.77	72.97	VLOW,VLOW,5.9=125,13=14=5,0.662@23.35,8.65	61.29	VLOW,VLOW,6.4=125,14=5=6,0.529@15.32,9.68	61.11	VLOW,VLOW,8.1=125,8=14=7,0.852@17.72,11.28	52.94	VLOW,VLOW,7.6=125,8=10=8,0.955@13.76,12.24	62.5	LOW,LOW,11.2=125,16=14=9,0.943@24.38,14.62	45.95	VLOW,VLOW,5.6=125,8=9=10,0.894@12.41,14.59
	AthINT0039624	chr5:371716-371871	156	chr5:371547-371715=371872-371960:+	IR	34.13	SOK,SOK,31.7=107,47=39=83,0.992@57.68,111.32	28.17	SOK,SOK,19.9=107,51=29=102,0.53@51.27,130.73	14.73	SOK,SOK,14.1=107,20=18=110,0.962@21.8,126.2	23.99	SOK,SOK,23.9=107,37=28=103,0.975@40.3,127.7	24.14	SOK,SOK,24.9=107,37=26=99,0.983@39.11,122.89	27.22	SOK,SOK,33.0=107,48=38=115,0.993@54.71,146.29	18.43	SOK,SOK,15.7=107,26=21=104,0.935@27.83,123.17
MRE11	AthINT0086522	chr5:22032710-22032919	210	chr5:22032670-22032709=22032920-22033055:+	IR	20	VLOW,VLOW,0.0=151,0=5=10,0.186@3,12	5.88	N,N,0.0=151,0=1=8,0.714@0.53,8.47	0	VLOW,VLOW,0.0=151,0=0=10,1@0,10	0	LOW,LOW,0.0=151,0=0=18,1@0,18	0	OK,OK,0.5=151,0=0=20,1@0,20	3.7	VLOW,VLOW,0.0=151,0=1=13,0.714@0.52,13.48	4	VLOW,VLOW,0.2=151,0=1=12,0.714@0.52,12.48
	AthINT0041104	chr5:2912893-2912968	76	chr5:2912969-2913024=2912832-2912892:-	IR	16.87	LOW,LOW,7.8=27,3=3=15,0.611@3.56,17.53	0	OK,OK,0.0=27,0=0=22,1@0,22	0	OK,OK,0.0=27,0=0=21,1@0,21	0	VLOW,VLOW,0.0=27,0=0=10,1@0,10	0	VLOW,VLOW,0.0=27,0=0=13,1@0,13	0	N,N,0.0=27,0=0=7,1@0,7	0	LOW,LOW,0.0=27,0=0=17,1@0,17
DRB5	AthINT0071532	chr5:16439107-16439200	94	chr5:16438887-16439106=16439201-16440046:+	IR	27.87	OK,OK,10.1=45,10=7=22,0.918@10.87,28.13	44	OK,OK,19.4=45,25=8=21,0.37@23.76,30.24	37.78	VLOW,VLOW,10.9=45,5=12=14,0.647@11.71,19.29	51.72	VLOW,VLOW,8.6=45,5=10=7,0.762@11.38,10.62	42.86	OK,OK,13.2=45,15=15=20,0.987@21.43,28.57	35.29	VLOW,VLOW,9.3=45,8=4=11,0.697@8.12,14.88	48.72	VLOW,VLOW,10.1=45,7=12=10,0.853@14.13,14.87
	AthINT0044233	chr5:8471622-8471732	111	chr5:8471733-8471879=8471517-8471621:-	IR	24.32	OK,OK,20.9=62,16=14=44,0.95@18.65,58.02	5.11	OK,OK,2.2=62,1=3=35,0.677@2.1,39.02	10.54	VLOW,VLOW,2.8=62,0=3=12,0.364@1.66,14.07	2.2	OK,OK,1.7=62,2=0=42,0.51@1.02,45.52	10.13	OK,OK,7.3=62,4=7=46,0.82@6.06,53.73	7.4	OK,OK,6.8=62,5=5=59,0.903@5.37,67.21	7.28	OK,OK,4.0=62,4=1=30,0.558@2.68,34.14
	AthINT0040012	chr5:1077756-1078122	367	chr5:1078123-1078304=1077483-1077755:-	IR	81.4	VLOW,VLOW,3.0=151,8=62=8,1e-06@63.49,14.51	83.61	N,N,0.5=151,0=51=5,3.53e-08@46.82,9.18	100	N,N,1.2=151,3=27=0,0.000988@30,0	100	N,N,2.3=151,1=42=0,9.47e-06@43,0	96.83	VLOW,VLOW,1.6=151,8=53=1,2.39e-06@60.03,1.97	57.89	N,N,0.2=151,0=11=4,0.0247@8.68,6.32	96.72	LOW,LOW,0.5=151,14=45=1,2.66e-07@58.03,1.97
	AthINT0047346	chr5:18183928-18184027	100	chr5:18182742-18183927=18184028-18184342:+	IR	34.18	OK,OK,11.0=51,14=13=26,0.969@18.12,34.88	26.5	OK,OK,13.0=51,23=8=43,0.455@19.61,54.39	2.7	OK,OK,1.4=51,2=0=36,0.51@1.03,36.97	7.91	OK,OK,4.8=51,6=5=64,0.937@5.93,69.07	19.08	SOK,SOK,17.2=51,17=16=70,0.995@19.65,83.35	18.79	OK,OK,15.8=51,18=13=67,0.964@18.41,79.59	14.29	OK,OK,9.6=51,13=9=66,0.931@12.58,75.42
RH46	AthINT0099072	chr5:4710729-4711261	533	chr5:4710563-4710728=4711262-4711570:+	IR	46.54	SOK,SOK,14.4=151,29=53=47,0.102@60.08,69.01	35.16	SOK,SOK,11.6=151,21=43=59,0.169@43.25,79.75	37.18	SOK,SOK,11.1=151,30=47=65,0.0662@52.82,89.24	23.4	LOW,LOW,4.9=151,0=11=18,0.0247@6.79,22.21	39.58	OK,OK,7.2=151,19=23=32,0.342@29.31,44.75	36.94	SOK,SOK,19.0=151,22=39=52,0.804@41.76,71.29	28.7	OK,OK,9.7=151,20=13=41,0.785@21.24,52.76
IMPA9	AthINT0080979	chr5:719369-719585	217	chr5:719586-719736=719287-719368:-	IR	20.83	LOW,LOW,2.3=151,4=6=19,0.588@6.04,22.96	1.75	OK,OK,0.2=151,1=0=28,0.714@0.51,28.49	4.17	OK,OK,0.0=151,2=0=23,0.51@1.04,23.96	0	OK,OK,0.0=151,0=0=42,1@0,42	13.58	OK,OK,2.5=151,8=3=35,0.611@6.25,39.75	2.38	OK,OK,1.2=151,1=1=41,0.918@1.02,41.98	0	OK,OK,0.5=151,0=0=32,1@0,32
KDTA	AthINT0082144	chr5:997071-997157	87	chr5:996977-997070=997158-997277:+	IR	30.51	VLOW,VLOW,8.3=38,5=7=14,0.863@8.26,18.81	13.79	VLOW,VLOW,4.6=38,1=3=13,0.452@2.44,15.23	6.23	N,N,0.9=38,0=1=8,0.714@0.58,8.75	10.54	OK,OK,7.4=38,4=1=21,0.285@2.82,23.9	20.99	N,N,1.8=38,0=2=4,0.51@1.32,4.98	18.11	VLOW,VLOW,7.4=38,2=4=14,0.501@3.76,17.02	1.83	OK,OK,0.9=38,1=0=26,0.714@0.51,27.26
	AthINT0043798	chr5:7650711-7651265	555	chr5:7650633-7650710=7651266-7651389:+	IR	77.14	VLOW,VLOW,9.7=151,14=13=4,0.946@23.91,7.09	79.49	LOW,LOW,6.3=151,12=19=4,0.4@27.82,7.18	50	OK,OK,10.4=151,16=22=19,0.709@28.5,28.5	70	LOW,LOW,9.7=151,14=28=9,0.459@35.7,15.3	93.75	VLOW,VLOW,5.3=151,5=25=1,0.103@29.06,1.94	75.86	OK,OK,18.8=151,23=21=7,0.993@38.69,12.31	50	VLOW,VLOW,10.7=151,8=14=11,0.852@16.5,16.5
	AthINT0043373	chr5:6706469-6706736	268	chr5:6706342-6706468=6706737-6706809:+	IR	17.65	VLOW,VLOW,0.7=151,3=3=14,0.677@3.53,16.47	13.33	VLOW,VLOW,1.2=151,3=1=13,0.677@2.27,14.73	27.27	N,N,0.0=151,3=0=4,0.364@1.91,5.09	13.64	LOW,LOW,0.9=151,0=6=19,0.133@3.41,21.59	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	10.2	OK,OK,1.6=151,1=4=22,0.558@2.75,24.25	0	VLOW,VLOW,0.0=151,0=0=14,1@0,14
	AthINT0047589	chr5:18740481-18741599	1119	chr5:18739917-18740480=18741600-18742011:+	IR	25	VLOW,VLOW,0.0=151,6=2=12,0.133@5,15	4.55	OK,OK,0.0=151,2=0=21,0.51@1.05,21.95	0	OK,OK,0.0=151,0=0=24,1@0,24	12.82	LOW,LOW,0.2=151,5=0=17,0.186@2.82,19.18	6.67	N,N,0.0=151,1=0=7,0.714@0.53,7.47	2.86	LOW,LOW,0.0=151,1=0=17,0.714@0.51,17.49	0	VLOW,VLOW,0.7=151,0=0=13,0.714@0,13
RH58	AthINT0099145	chr5:6461899-6461991	93	chr5:6461805-6461898=6461992-6462105:+	IR	29.41	OK,OK,19.9=44,15=10=30,0.785@16.18,38.82	37.78	VLOW,VLOW,15.9=44,8=9=14,0.775@11.71,19.29	17.95	OK,OK,16.7=44,9=5=32,0.367@8.26,37.74	19.15	OK,OK,18.3=44,3=15=38,0.109@10.72,45.28	20.83	OK,OK,18.3=44,6=14=38,0.449@12.08,45.92	19.15	OK,OK,12.7=44,8=10=38,0.884@10.72,45.28	10.26	OK,OK,5.6=44,2=6=35,0.588@4.41,38.59
SDN2	AthINT0102672	chr5:1637289-1637358	70	chr5:1637148-1637288=1637359-1637475:+	IR	38	OK,OK,56.7=21,21=18=30,0.23@26.91,43.91	14.49	OK,OK,35.0=21,13=10=64,0.221@13.17,77.71	14.41	OK,OK,21.7=21,6=9=42,0.272@8.58,50.96	10.85	OK,OK,16.7=21,6=10=62,0.5@8.87,72.89	24.18	SOK,SOK,78.3=21,27=19=68,0.0291@28.56,89.56	17.65	OK,OK,40.0=21,14=11=55,0.171@14.71,68.62	20.29	OK,OK,35.0=21,13=14=50,0.482@16.24,63.79
	AthINT0050708	chr5:24653762-24654795	1034	chr5:24654796-24654860=24653422-24653761:-	IR	61.8	OK,OK,13.7=107,25=30=17,0.744@44.5,27.5	46.31	SOK,SOK,16.7=107,30=39=40,0.677@50.48,58.52	37.25	SOK,SOK,16.4=107,50=26=64,0.264@52.15,87.85	49.75	SOK,SOK,15.1=107,59=42=51,0.0699@75.62,76.38	36.4	SOK,SOK,19.0=107,48=39=76,0.546@59.33,103.67	55.56	OK,OK,12.4=107,16=34=20,0.426@38.89,31.11	36.99	SOK,SOK,18.6=107,27=27=46,0.978@36.99,63.01
	AthINT0047667	chr5:18953058-18953243	186	chr5:18953244-18953462=18952616-18953057:-	IR	5.88	OK,OK,1.8=137,0=8=64,0.0678@4.23,67.77	13.79	OK,OK,4.3=137,10=14=75,0.382@13.65,85.35	14.47	OK,OK,2.8=137,0=23=68,0.000436@13.17,77.83	6.67	SOK,SOK,1.3=137,2=12=98,0.0781@7.47,104.53	4.65	SOK,SOK,1.8=137,4=8=123,0.422@6.28,128.72	8.37	SOK,SOK,3.6=137,3=18=115,0.109@11.38,124.62	23.14	SOK,SOK,10.5=137,21=32=88,0.311@32.63,108.37
	AthINT0051288	chr5:25854173-25854397	225	chr5:25854140-25854172=25854398-25854549:+	IR	45.45	LOW,LOW,6.7=151,0=30=18,4.13e-05@21.82,26.18	46.91	OK,OK,9.0=151,1=34=20,0.000115@25.96,29.38	50.02	OK,OK,15.5=151,3=46=25,0.000364@37.53,37.5	61.04	LOW,LOW,11.8=151,0=47=15,1.36e-07@37.84,24.16	67.31	LOW,LOW,16.4=151,0=70=17,5.9e-11@58.56,28.44	58.62	VLOW,VLOW,8.6=151,0=34=12,1.08e-05@26.97,19.03	67.21	VLOW,VLOW,11.4=151,0=41=10,1.02e-06@34.28,16.72
DOG1	AthINT0071399	chr5:18589743-18590244	502	chr5:18590245-18590655=18589482-18589742:-	IR	51.43	SOK,SOK,4.9=151,67=5=34,5.24e-06@54.52,51.48	56.86	VLOW,VLOW,2.8=151,24=5=11,0.0289@22.74,17.26	60	N,N,1.4=151,19=2=7,0.0108@16.8,11.2	50	N,N,0.2=151,10=2=6,0.0346@9,9	100	N,N,0.0=151,5=1=0,0.186@6,0	73.17	SOK,SOK,13.7=151,161=19=33,1.55e-11@155.85,57.15	71.43	LOW,LOW,7.2=151,77=8=17,5.02e-06@72.86,29.14
DES1	AthINT0070940	chr5:10031761-10031965	205	chr5:10031966-10032133=10031497-10031760:-	IR	39.44	LOW,LOW,4.6=151,15=10=17,0.472@17.43,26.76	15.78	OK,OK,5.1=151,12=10=52,0.647@12.74,67.97	18.13	OK,OK,6.7=151,14=15=58,0.724@17.13,77.35	15.72	LOW,OK,0.0=151,8=0=19,0.0678@4.63,24.82	15.25	OK,OK,3.0=151,3=10=32,0.466@7.49,41.64	9.97	OK,OK,2.1=151,4=5=36,0.679@4.95,44.7	12.86	OK,OK,3.0=151,10=6=48,0.466@9.03,61.17
MYB43	AthINT0087342	chr5:5439131-5439493	363	chr5:5439001-5439130=5439494-5440245:+	IR	34.88	VLOW,VLOW,3.9=151,6=9=14,0.697@10.12,18.88	3.12	OK,OK,0.9=151,2=0=31,0.51@1.03,31.97	14.71	OK,OK,1.2=151,3=7=29,0.285@5.74,33.26	23.08	VLOW,VLOW,1.4=151,2=4=10,0.558@3.69,12.31	6.45	OK,OK,0.0=151,1=3=29,0.364@2.13,30.87	21.21	VLOW,VLOW,0.9=151,0=7=13,0.0949@4.24,15.76	9.09	OK,OK,1.4=151,3=2=25,0.677@2.73,27.27
	AthINT0044843	chr5:9903932-9904046	115	chr5:9903640-9903931=9904047-9904208:+	IR	80.39	OK,OK,13.2=66,25=16=5,0.83@36.98,9.02	76.47	OK,OK,18.0=66,24=15=6,0.935@34.41,10.59	79.41	OK,OK,21.2=66,27=27=7,0.992@48.44,12.56	84.13	OK,OK,22.3=66,37=16=5,0.666@48.8,9.2	83.72	OK,OK,24.9=66,47=25=7,0.899@66.14,12.86	73.91	VLOW,VLOW,7.4=66,11=6=3,0.814@14.78,5.22	96.61	OK,OK,20.1=66,34=23=1,0.934@56.03,1.97
	AthINT0049082	chr5:21521429-21521515	87	chr5:21521170-21521428=21521516-21521666:+	IR	5.08	OK,OK,0.9=38,6=0=56,0.133@3.15,58.85	1.3	OK,OK,0.0=38,1=0=38,0.714@0.51,38.49	11.83	OK,OK,8.3=38,0=11=41,0.0247@6.15,45.85	5.66	OK,OK,2.8=38,6=3=75,0.762@4.75,79.25	5.51	OK,OK,2.8=38,4=3=60,0.892@3.69,63.31	6.12	OK,OK,4.6=38,4=2=46,0.679@3.18,48.82	20.41	OK,OK,8.3=38,15=5=39,0.472@12.04,46.96
MPS1	AthINT0086490	chr5:23445514-23445605	92	chr5:23445400-23445513=23445606-23445798:+	IR	30.23	LOW,LOW,9.8=43,3=10=15,0.466@8.46,19.54	26.67	VLOW,VLOW,7.3=43,7=1=11,0.285@5.07,13.93	33.33	N,N,2.4=43,0=8=8,0.0678@5.33,10.67	23.46	OK,OK,13.8=43,7=12=31,0.77@11.73,38.27	38.78	LOW,LOW,11.4=43,9=10=15,0.965@13.19,20.81	28.3	LOW,LOW,6.5=43,5=10=19,0.762@9.62,24.38	4	VLOW,VLOW,0.0=43,0=1=12,0.714@0.52,12.48
WRKY26	AthINT0113003	chr5:2204466-2204607	142	chr5:2204248-2204465=2204608-2204733:+	IR	26.32	OK,OK,4.5=93,8=7=21,0.863@9.48,26.52	45.1	VLOW,VLOW,7.5=93,16=7=14,0.675@16.69,20.31	69.23	N,N,3.8=93,14=4=4,0.382@15.23,6.77	50	VLOW,VLOW,6.8=93,11=13=12,0.814@18,18	48.62	OK,OK,14.7=93,34=19=28,0.688@39.38,41.62	49.21	LOW,LOW,9.4=93,21=10=16,0.655@23.13,23.87	42.15	OK,OK,15.4=93,34=17=35,0.688@36.25,49.75
